id,entity,description,number of relationships,in_context
86,ANDROID,"네트워크프로그래밍 과목에서 사용하는 프로그래밍 언어 중 하나로, 소프트웨어 개발 실습에 포함됨. 이 내용은 한성대학교 문서에서 추출함. 1페이지에 위치함.",1,True
16,교육과정소개,"""교육과정소개""에 대한 종합적인 설명은 다음과 같다. 한성대학교에서 제공하는 고급 모바일 프로그래밍 과목의 교육 과정에 대한 설명이 포함되어 있으며, 이 내용은 한성대학교 문서에서 추출된 것으로 1페이지에 위치하고 있다. 또한, 한성대학교의 다양한 교과목에 대한 정보와 교육 과정에 대한 설명이 포함되어 있다. 이 설명은 교과목의 목표와 내용을 포함하고 있으며, 한성대학교의 교육과정에 대한 전반적인 소개를 제공하는 항목으로, 여러 문서에서 추출된 내용이다.

모든 설명은 한성대학교의 교육과정에 대한 정보를 제공하고 있으며, 각 설명은 서로 일관된 내용을 담고 있다. 따라서, 모순된 정보는 발견되지 않았다. 한성대학교의 교육과정에 대한 설명은 고급 모바일 프로그래밍 과목을 포함하여 다양한 교과목의 목표와 내용을 포괄적으로 다루고 있다.",4,False
308,임베디드 소프트웨어,임베디드 시스템을 위한 소프트웨어 개발 및 관련 기술을 포함하는 분야,2,True
311,GLOBAL 저변 확대,임베디드 소프트웨어에 대한 글로벌 인식과 참여를 증진시키기 위한 활동,1,True
26,블랙박스 테스트,소프트웨어의 내부 구조를 고려하지 않고 기능만을 테스트하는 방법,1,True
110,환경 센서,"안드로이드에서 제공하는 하드웨어 기능으로, 주변 환경을 감지하는 센서. 이 내용은 한성대학교 문서에서 추출함. 1페이지에 위치함.",1,False
25,애자일 방법론,소프트웨어 개발에서 유연한 계획과 반복적인 개발을 강조하는 방법론,1,False
114,안드로이드,,1,False
64,프로그래밍랩,C 언어와 자료구조를 기초로 문제 해결 능력 및 좋은 프로그램 습관을 향상시키는 과목,13,False
193,데이터마이닝,"대량의 데이터로부터 가치 있는 정보를 찾는 과목으로, clustering, classification, 연관분석, 회귀분석, 이상치 탐색, collaborative Filtering 등의 알고리즘을 배운다. 이 내용은 한성대학교 문서에서 추출함. 1페이지에 위치함.",11,False
266,모바일 소프트웨어,특성화 트랙 중 하나로 모바일 소프트웨어 관련 교육,1,True
111,음성 관련 API,안드로이드에서 음성 관련 애플리케이션을 개발하기 위해 사용하는 API. 이 내용은 한성대학교 문서에서 추출함. 1페이지에 위치함.,1,False
53,삼성웰스토리,신입사원 채용설명회를 진행하는 기업,2,False
113,마켓 등록 과정,개발된 애플리케이션을 상용화하기 위해 필요한 과정. 이 내용은 한성대학교 문서에서 추출함. 1페이지에 위치함.,1,False
81,UNIX,"네트워크프로그래밍 과목에서 다루는 운영 체제 중 하나로, 소프트웨어 개발 실습에 사용됨. 이 내용은 한성대학교 문서에서 추출함. 1페이지에 위치함.",1,True
112,오디오 및 비디오,고급 모바일 프로그래밍 과목에서 학습하는 멀티미디어 관련 기술. 이 내용은 한성대학교 문서에서 추출함. 1페이지에 위치함.,1,True
