id,entity,description,number of relationships,in_context
49,웹공학,"웹공학은 컴퓨터 과학의 한 분야로, 웹 기반 애플리케이션과 서비스를 개발하는 데 중점을 둡니다. 이 분야는 클라우드 환경을 이해하고 웹 서비스를 개발 및 배포하는 데 중요한 역할을 하며, IoT와 빅데이터와의 연동을 통해 다양한 융합 서비스의 핵심 인프라 기술로 자리잡고 있습니다. 또한, 웹공학은 한성대학교의 소프트웨어 관련 교육 프로그램 중 하나로, 해당 교육을 통해 학생들은 웹 기술에 대한 깊이 있는 이해와 실무 능력을 배양할 수 있습니다. 

모순된 정보가 발견되지 않았습니다. 모든 설명은 웹공학의 정의와 중요성을 강조하며, 교육적 측면에서도 언급하고 있습니다. 따라서 웹공학은 현대 기술 환경에서 필수적인 분야로 평가됩니다.",20,True
207,비즈니스 웹어플리케이션 구축 프로젝트,"비즈니스 웹어플리케이션 구축 프로젝트는 웹공학 트랙의 필수 교과목으로, 실무 프로젝트 교육을 포함하고 있습니다. 이 과목은 한성대학교에서 제공되며, 6학점의 학점을 부여합니다. 

모순된 정보가 발견되지 않았습니다. 모든 출처에서 비즈니스 웹어플리케이션 구축 프로젝트가 한성대학교의 6학점 과목이며, 실무 프로젝트 교육을 포함하는 필수 교과목이라는 점에서 일치하고 있습니다. 따라서 이 과목에 대한 정보는 신뢰할 수 있는 것으로 판단됩니다.",8,False
65,HTTPS://HANSUNG.AC.KR/BBS/CSE/1248/264079/ARTCLVIEW.DO,한성대학교의 컴퓨터공학부 홈페이지 오픈에 대한 자세한 내용을 확인할 수 있는 링크입니다,1,True
117,웹프로그래밍,"웹프로그래밍은 한성대학교에서 제공하는 과목으로, 3학점으로 구성되어 있습니다",9,True
314,웹프로그래밍기초 중간&기말시험,웹프로그래밍기초 과목의 중간 및 기말시험 일정과 장소에 대한 안내입니다,6,True
235,에너지,"에너지는 웹공학의 융합 서비스 중 하나로, 웹 기반의 에너지 관리 서비스 개발을 포함합니다.",1,False
315,2025.03.12,웹프로그래밍기초 중간시험이 예정된 날짜입니다,1,True
238,트랙 교육 목표,트랙 교육 목표는 웹공학 트랙에서 학생들이 달성해야 할 교육적 목표를 설명합니다.,1,True
55,유수진,"유수진은 웹공학트랙의 교수로, 전화번호와 이메일이 제공됩니다
유수진은 웹공학 트랙의 교수로, 이메일과 전화번호가 제공됩니다",2,True
236,웹 프레임워크,웹 프레임워크는 웹 애플리케이션을 개발하는 데 사용되는 소프트웨어 프레임워크입니다.,1,True
227,논리적 사고와 프로그래밍,논리적 사고와 프로그래밍은 웹공학 트랙의 필수 교과목 중 하나입니다.,1,True
239,웹공학 캡스톤디자인,"웹공학 캡스톤디자인은 웹공학 트랙의 필수 교과목으로, 학생들이 실제 프로젝트를 수행하는 과정입니다.",1,True
108,프로그래밍랩,프로그래밍랩은 C 언어와 자료구조를 기초로 문제 해결 능력을 향상시키기 위한 과목입니다,13,False
131,정병덕,정병덕은 모바일소프트웨어 트랙에 소속된 교수입니다,6,False
467,HTTPS://HANSUNG.AC.KR/CURRICULUM/CSE/141/1591/ARTCLVIEW.DO,한성대학교의 컴퓨터구조 과목에 대한 정보가 담긴 웹페이지입니다,1,True
15,교과목 소개,,9,False
3,3,"""3""은 여러 과목에서의 학점 수를 나타내며, 다양한 교과목에서 동일한 학점인 3학점을 부여받고 있습니다. 구체적으로, ""3""은 AI를 이용한 주식가치평가, SW온캠퍼스인턴십, SW프리캡스톤디자인, 가상현실, 가상현실 애니메이션 캡스톤디자인, 객체지향언어2, 데이터베이스, 빅데이터 캡스톤디자인, 사용자인터페이스와 서버구현(IPP), 영상처리, 웹프로그래밍, 융합캡스톤디자인, 취창업 세미나, 컴퓨터구조, 클라우드 컴퓨팅, 프로그래밍언어론, 고급 시스템 프로그래밍, 보안프로그래밍, 설계패턴, 소프트웨어공학 과목에서의 학점으로 언급되고 있습니다.

모순된 정보가 발견되었습니다. ""3은 웹프로그래밍 과목의 학점 수입니다""라는 설명과 ""3은 웹프로그래밍 과목의 학점 수를 나타냅니다""라는 설명이 중복되어 있습니다. 그러나 두 설명 모두 ""3""이 웹프로그래밍 과목에서의 학점임을 나타내므로, 이 부분은 모순이 아닙니다.

결론적으로, ""3""은 한성대학교의 여러 과목에서 부여되는 학점으로, 다양한 과목에서 동일한 학점인 3학점을 나타내고 있습니다.",22,False
206,HTTPS://HANSUNG.AC.KR/CURRICULUM/CSE/143/1255/ARTCLVIEW.DO,한성대학교의 융합캡스톤디자인 교과목에 대한 정보가 담긴 웹페이지입니다,1,True
209,HTTPS://HANSUNG.AC.KR/CURRICULUM/CSE/144/3644/ARTCLVIEW.DO,이 URL은 한성대학교의 비즈니스 웹어플리케이션 구축 프로젝트에 대한 정보를 제공합니다,1,True
177,HTTPS://HANSUNG.AC.KR/CURRICULUM/CSE/142/2750/ARTCLVIEW.DO,이 URL은 한성대학교의 취창업 세미나에 대한 정보를 제공하는 웹페이지입니다,1,True
51,정인상,"정인상은 웹공학트랙의 교수로, 전화번호와 이메일, 홈페이지가 제공됩니다
정인상은 웹공학 트랙의 교수로, 이메일과 홈페이지가 제공됩니다",2,True
318,558,웹프로그래밍기초 기말시험이 진행될 시험장소입니다,1,False
234,재난안전,"재난안전은 웹공학의 융합 서비스 중 하나로, 웹 기반의 재난 안전 관련 서비스 개발을 포함합니다.",1,False
110,자료구조,"자료구조는 웹공학 트랙의 전선 교과목으로, 데이터 구조의 개념을 다루는 과목입니다. 또한, 자료구조는 프로그래밍랩 과목에서 기초로 사용되는 데이터 구조 개념을 포함하고 있으며, 프로그래밍랩 과목에서 기초로 사용되는 데이터 구조를 다루는 과목으로도 설명됩니다. 

모순된 정보가 발견되었습니다. ""자료구조는 웹공학 트랙의 전선 교과목으로, 데이터 구조의 개념을 다룹니다""라는 설명이 있는 반면, ""자료구조는 프로그래밍랩 과목에서 기초로 사용되는 데이터 구조 개념입니다""라는 설명도 있습니다. 

이 경우, 두 설명 모두 자료구조의 중요성을 강조하고 있지만, 각각의 맥락이 다릅니다. 웹공학 트랙에서의 역할과 프로그래밍랩에서의 기초적인 역할이 서로 다른 측면을 나타내고 있습니다. 따라서, 자료구조는 웹공학 트랙의 전선 교과목으로서의 역할과 프로그래밍랩 과목에서의 기초적인 데이터 구조 개념을 모두 포함하는 포괄적인 과목으로 이해하는 것이 가장 타당할 것입니다.",2,True
19,학점,"학점은 과목의 이수에 따라 부여되는 점수로, 특정 과목의 학습량을 나타내는 지표입니다. 예를 들어, 객체지향언어2 과목과 디지털 콘텐츠 기획 및 제작 과목은 각각 3학점으로 설정되어 있습니다. 

제공된 설명들에서 ""학점은 과목의 이수에 따라 부여되는 점수입니다""라는 정보와 ""학점은 과목의 학습량을 나타내는 지표입니다""라는 정보가 일치하며, 이는 학점이 과목의 이수와 학습량 모두를 반영한다는 것을 의미합니다. 

모순된 정보는 발견되지 않았으며, 모든 설명이 학점의 정의와 관련하여 일관된 내용을 전달하고 있습니다. 따라서 학점은 과목의 이수와 학습량을 모두 고려하여 부여되는 점수로 이해할 수 있습니다.",5,False
118,V024003,V024003은 웹프로그래밍 과목의 고유 코드입니다,1,False
228,웹프로그래밍기초,"웹프로그래밍기초는 웹공학 트랙의 전기 교과목으로, 웹 프로그래밍의 기초를 다룹니다.",2,True
175,취창업 세미나,취창업 세미나는 학생들이 취업과 창업에 대한 준비를 돕기 위한 세미나입니다,5,False
317,2025.03.10,웹프로그래밍기초 기말시험이 예정된 날짜입니다,1,True
233,국방,"국방은 웹공학의 융합 서비스 중 하나로, 웹 기반의 국방 관련 서비스 개발을 포함합니다.",1,False
50,김진환,"김진환은 웹공학 트랙의 교수로, 이메일과 전화번호가 제공됩니다
김진환은 웹공학트랙의 교수로, 전화번호와 이메일이 제공됩니다",2,True
